0.000000, 0.000000, 0.000000, 0.000000
0.099833, -0.004996, 0.099833, -0.004996
0.198669, -0.019933, 0.198669, -0.019933
0.295520, -0.044664, 0.295520, -0.044664
0.389418, -0.078939, 0.389418, -0.078939
0.479426, -0.122417, 0.479426, -0.122417
0.564642, -0.174664, 0.564642, -0.174664
0.644218, -0.235158, 0.644218, -0.235158
0.717356, -0.303293, 0.717356, -0.303293
0.783327, -0.378390, 0.783327, -0.378390
0.841471, -0.459698, 0.841471, -0.459698
0.891207, -0.546404, 0.891207, -0.546404
0.932039, -0.637642, 0.932039, -0.637642
0.963558, -0.732501, 0.963558, -0.732501
0.985450, -0.830033, 0.985450, -0.830033
0.997495, -0.929263, 0.997495, -0.929263
0.999574, -1.029200, 0.999574, -1.029200
0.991665, -1.128844, 0.991665, -1.128844
0.973848, -1.227202, 0.973848, -1.227202
0.946300, -1.323290, 0.946300, -1.323290
0.909297, -1.416147, 0.909297, -1.416147
0.863209, -1.504846, 0.863209, -1.504846
0.808496, -1.588501, 0.808496, -1.588501
0.745705, -1.666276, 0.745705, -1.666276
0.675463, -1.737394, 0.675463, -1.737394
0.598472, -1.801144, 0.598472, -1.801144
0.515501, -1.856889, 0.515501, -1.856889
0.427380, -1.904072, 0.427380, -1.904072
0.334988, -1.942222, 0.334988, -1.942222
0.239249, -1.970958, 0.239249, -1.970958
0.141120, -1.989992, 0.141120, -1.989992
0.041581, -1.999135, 0.041581, -1.999135
-0.058374, -1.998295, -0.058374, -1.998295
-0.157746, -1.987480, -0.157746, -1.987480
-0.255541, -1.966798, -0.255541, -1.966798
-0.350783, -1.936457, -0.350783, -1.936457
-0.442520, -1.896758, -0.442520, -1.896758
-0.529836, -1.848100, -0.529836, -1.848100
-0.611858, -1.790968, -0.611858, -1.790968
-0.687766, -1.725932, -0.687766, -1.725932
-0.756802, -1.653644, -0.756802, -1.653644
-0.818277, -1.574824, -0.818277, -1.574824
-0.871576, -1.490261, -0.871576, -1.490261
-0.916166, -1.400799, -0.916166, -1.400799
-0.951602, -1.307333, -0.951602, -1.307333
-0.977530, -1.210796, -0.977530, -1.210796
-0.993691, -1.112153, -0.993691, -1.112153
-0.999923, -1.012389, -0.999923, -1.012389
-0.996165, -0.912501, -0.996165, -0.912501
-0.982453, -0.813488, -0.982453, -0.813488
-0.958924, -0.716338, -0.958924, -0.716338
-0.925815, -0.622022, -0.925815, -0.622022
-0.883455, -0.531483, -0.883455, -0.531483
-0.832267, -0.445626, -0.832267, -0.445626
-0.772764, -0.365307, -0.772764, -0.365307
-0.705540, -0.291330, -0.705540, -0.291330
-0.631267, -0.224434, -0.631267, -0.224434
-0.550686, -0.165287, -0.550686, -0.165287
-0.464602, -0.114480, -0.464602, -0.114480
-0.373877, -0.072522, -0.373877, -0.072522
-0.279415, -0.039830, -0.279415, -0.039830
-0.182163, -0.016732, -0.182163, -0.016732
-0.083089, -0.003458, -0.083089, -0.003458
0.016814, -0.000141, 0.016814, -0.000141
0.116549, -0.006815, 0.116549, -0.006815
0.215120, -0.023412, 0.215120, -0.023412
0.311541, -0.049767, 0.311541, -0.049767
0.404850, -0.085617, 0.404850, -0.085617
0.494113, -0.130603, 0.494113, -0.130603
0.578440, -0.184275, 0.578440, -0.184275
0.656987, -0.246098, 0.656987, -0.246098
0.728969, -0.315453, 0.728969, -0.315453
0.793668, -0.391649, 0.793668, -0.391649
0.850437, -0.473922, 0.850437, -0.473922
0.898708, -0.561453, 0.898708, -0.561453
0.938000, -0.653365, 0.938000, -0.653365
0.967920, -0.748740, 0.967920, -0.748740
0.988168, -0.846626, 0.988168, -0.846626
0.998543, -0.946045, 0.998543, -0.946045
0.998941, -1.046002, 0.998941, -1.046002
0.989358, -1.145500, 0.989358, -1.145500
0.969890, -1.243544, 0.969890, -1.243544
0.940731, -1.339155, 0.940731, -1.339155
0.902172, -1.431377, 0.902172, -1.431377
0.854599, -1.519289, 0.854599, -1.519289
0.798487, -1.602012, 0.798487, -1.602012
0.734397, -1.678720, 0.734397, -1.678720
0.662969, -1.748647, 0.662969, -1.748647
0.584917, -1.811093, 0.584917, -1.811093
0.501021, -1.865435, 0.501021, -1.865435
0.412118, -1.911130, 0.412118, -1.911130
0.319098, -1.947722, 0.319098, -1.947722
0.222890, -1.974844, 0.222890, -1.974844
0.124454, -1.992225, 0.124454, -1.992225
0.024775, -1.999693, 0.024775, -1.999693
-0.075151, -1.997172, -0.075151, -1.997172
-0.174327, -1.984688, -0.174327, -1.984688
-0.271761, -1.962365, -0.271761, -1.962365
-0.366479, -1.930426, -0.366479, -1.930426
-0.457536, -1.889191, -0.457536, -1.889191
-0.544021, -1.839072, -0.544021, -1.839072
