0.000000, 0.000000
0.104829, -0.005162
0.218603, -0.021264
0.340184, -0.049143
0.468357, -0.089521
0.601843, -0.142992
0.739307, -0.210022
0.879375, -0.290940
1.020649, -0.385937
1.161717, -0.495063
1.301169, -0.618227
1.437611, -0.755197
1.569681, -0.905603
1.696059, -1.068943
1.815483, -1.244583
1.926758, -1.431768
2.028773, -1.629626
2.120509, -1.837180
2.201050, -2.053354
2.269590, -2.276989
2.325444, -2.506849
2.368055, -2.741637
2.396998, -2.980005
2.411981, -3.220571
2.412857, -3.461931
2.399616, -3.702671
2.372390, -3.941387
2.331452, -4.176692
2.277210, -4.407234
2.210207, -4.631709
2.131113, -4.848872
2.040716, -5.057554
1.939921, -5.256669
1.829734, -5.445225
1.711257, -5.622339
1.585673, -5.787240
1.454238, -5.939279
1.318264, -6.077936
1.179110, -6.202826
1.038166, -6.313698
0.896841, -6.410446
0.756547, -6.493101
0.618685, -6.561837
0.484633, -6.616965
0.355731, -6.658935
0.233266, -6.688326
0.118462, -6.705844
0.012465, -6.712312
-0.083664, -6.708666
-0.168965, -6.695940
-0.242586, -6.675262
-0.303792, -6.647837
-0.351971, -6.614938
-0.386642, -6.577893
-0.407457, -6.538072
-0.414210, -6.496871
-0.406833, -6.455701
-0.385398, -6.415973
-0.350122, -6.379083
-0.301355, -6.346398
-0.239586, -6.319245
-0.165431, -6.298894
-0.079632, -6.286547
0.016955, -6.283327
0.123364, -6.290266
0.238532, -6.308292
0.361309, -6.338226
0.490467, -6.380767
0.624716, -6.436489
0.762715, -6.505835
0.903084, -6.589111
1.044422, -6.686484
1.185317, -6.797981
1.324359, -6.923486
1.460161, -7.062745
1.591365, -7.215365
1.716660, -7.380820
1.834794, -7.558458
1.944588, -7.747501
2.044943, -7.947061
2.134858, -8.156142
2.213434, -8.373654
2.279885, -8.598424
2.333549, -8.829205
2.373888, -9.064690
2.400499, -9.303525
2.413117, -9.544323
2.411616, -9.785677
2.396010, -10.026176
2.366456, -10.264414
2.323249, -10.499012
2.266820, -10.728623
2.197734, -10.951954
2.116680, -11.167771
2.024468, -11.374918
1.922021, -11.572323
1.810361, -11.759015
1.690604, -11.934126
1.563947, -12.096905
1.431655, -12.246727
1.295050, -12.383093
1.155498, -12.505639
1.014391, -12.614140
0.873141, -12.708512
0.733158, -12.788811
0.595841, -12.855233
0.462563, -12.908114
0.334654, -12.947924
0.213394, -12.975266
0.099993, -12.990865
-0.004416, -12.995565
-0.098789, -12.990317
-0.182183, -12.976173
-0.253765, -12.954274
-0.312819, -12.925838
-0.358757, -12.892147
-0.391118, -12.854539
-0.409580, -12.814387
-0.413958, -12.773093
-0.404207, -12.732067
-0.380427, -12.692719
-0.342854, -12.656441
-0.291863, -12.624596
-0.227964, -12.598499
-0.151796, -12.579412
-0.064120, -12.568524
0.034188, -12.566942
0.142147, -12.575683
0.258677, -12.595658
0.382614, -12.627666
0.512720, -12.672386
0.647695, -12.730372
0.786190, -12.802043
0.926821, -12.887681
1.068183, -12.987431
1.208864, -13.101295
1.347458, -13.229134
1.482580, -13.370671
1.612881, -13.525489
1.737058, -13.693043
1.853870, -13.872655
1.962151, -14.063532
2.060818, -14.264765
2.148886, -14.475342
2.225475, -14.694160
2.289819, -14.920029
2.341276, -15.151694
2.379331, -15.387838
2.403605, -15.627100
2.413854, -15.868091
2.409976, -16.109400
2.392010, -16.349616
2.360136, -16.587338
2.314671, -16.821190
2.256071, -17.049835
2.184921, -17.271986
2.101931, -17.486424
2.007931, -17.692005
1.903861, -17.887674
1.790759, -18.072476
1.669756, -18.245563
1.542061, -18.406204
1.408951, -18.553794
1.271754, -18.687858
1.131841, -18.808055
0.990612, -18.914182
0.849476, -19.006180
0.709844, -19.084128
0.573112, -19.148246
0.440644, -19.198892
0.313766, -19.236561
