0.000000, 0.000000
-0.005162, 0.104829
-0.021264, 0.218603
-0.049143, 0.340184
-0.089521, 0.468357
-0.142992, 0.601843
-0.210022, 0.739307
-0.290940, 0.879375
-0.385937, 1.020649
-0.495063, 1.161717
-0.618227, 1.301169
-0.755197, 1.437611
-0.905603, 1.569681
-1.068943, 1.696059
-1.244583, 1.815483
-1.431768, 1.926758
-1.629626, 2.028773
-1.837180, 2.120509
-2.053354, 2.201050
-2.276989, 2.269590
-2.506849, 2.325444
-2.741637, 2.368055
-2.980005, 2.396998
-3.220571, 2.411981
-3.461931, 2.412857
-3.702671, 2.399616
-3.941387, 2.372390
-4.176692, 2.331452
-4.407234, 2.277210
-4.631709, 2.210207
-4.848872, 2.131113
-5.057554, 2.040716
-5.256669, 1.939921
-5.445225, 1.829734
-5.622339, 1.711257
-5.787240, 1.585673
-5.939279, 1.454238
-6.077936, 1.318264
-6.202826, 1.179110
-6.313698, 1.038166
-6.410446, 0.896841
-6.493101, 0.756547
-6.561837, 0.618685
-6.616965, 0.484633
-6.658935, 0.355731
-6.688326, 0.233266
-6.705844, 0.118462
-6.712312, 0.012465
-6.708666, -0.083664
-6.695940, -0.168965
-6.675262, -0.242586
-6.647837, -0.303792
-6.614938, -0.351971
-6.577893, -0.386642
-6.538072, -0.407457
-6.496871, -0.414210
-6.455701, -0.406833
-6.415973, -0.385398
-6.379083, -0.350122
-6.346398, -0.301355
-6.319245, -0.239586
-6.298894, -0.165431
-6.286547, -0.079632
-6.283327, 0.016955
-6.290266, 0.123364
-6.308292, 0.238532
-6.338226, 0.361309
-6.380767, 0.490467
-6.436489, 0.624716
-6.505835, 0.762715
-6.589111, 0.903084
-6.686484, 1.044422
-6.797981, 1.185317
-6.923486, 1.324359
-7.062745, 1.460161
-7.215365, 1.591365
-7.380820, 1.716660
-7.558458, 1.834794
-7.747501, 1.944588
-7.947061, 2.044943
-8.156142, 2.134858
-8.373654, 2.213434
-8.598424, 2.279885
-8.829205, 2.333549
-9.064690, 2.373888
-9.303525, 2.400499
-9.544323, 2.413117
-9.785677, 2.411616
-10.026176, 2.396010
-10.264414, 2.366456
-10.499012, 2.323249
-10.728623, 2.266820
-10.951954, 2.197734
-11.167771, 2.116680
-11.374918, 2.024468
-11.572323, 1.922021
-11.759015, 1.810361
-11.934126, 1.690604
-12.096905, 1.563947
-12.246727, 1.431655
-12.383093, 1.295050
-12.505639, 1.155498
-12.614140, 1.014391
-12.708512, 0.873141
-12.788811, 0.733158
-12.855233, 0.595841
-12.908114, 0.462563
-12.947924, 0.334654
-12.975266, 0.213394
-12.990865, 0.099993
-12.995565, -0.004416
-12.990317, -0.098789
-12.976173, -0.182183
-12.954274, -0.253765
-12.925838, -0.312819
-12.892147, -0.358757
-12.854539, -0.391118
-12.814387, -0.409580
-12.773093, -0.413958
-12.732067, -0.404207
-12.692719, -0.380427
-12.656441, -0.342854
-12.624596, -0.291863
-12.598499, -0.227964
-12.579412, -0.151796
-12.568524, -0.064120
-12.566942, 0.034188
-12.575683, 0.142147
-12.595658, 0.258677
-12.627666, 0.382614
-12.672386, 0.512720
-12.730372, 0.647695
-12.802043, 0.786190
-12.887681, 0.926821
-12.987431, 1.068183
-13.101295, 1.208864
-13.229134, 1.347458
-13.370671, 1.482580
-13.525489, 1.612881
-13.693043, 1.737058
-13.872655, 1.853870
-14.063532, 1.962151
-14.264765, 2.060818
-14.475342, 2.148886
-14.694160, 2.225475
-14.920029, 2.289819
-15.151694, 2.341276
-15.387838, 2.379331
-15.627100, 2.403605
-15.868091, 2.413854
-16.109400, 2.409976
-16.349616, 2.392010
-16.587338, 2.360136
-16.821190, 2.314671
-17.049835, 2.256071
-17.271986, 2.184921
-17.486424, 2.101931
-17.692005, 2.007931
-17.887674, 1.903861
-18.072476, 1.790759
-18.245563, 1.669756
-18.406204, 1.542061
-18.553794, 1.408951
-18.687858, 1.271754
-18.808055, 1.131841
-18.914182, 0.990612
-19.006180, 0.849476
